Concepto,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Departamento,Origen
Tasa Global de Participación (TGP),77.291490141,74.770003501,77.515247506,77.823063114,79.572866352,81.09475617,80.260121557,79.45139908,79.185356002,79.019849555,77.045747284,78.295837199,77.680284655,74.244386449,77.904230503,77.317769967,79.077007045,74.871751503,Bolívar,Hombres
Tasa de Ocupación (TO),70.998136771,69.50890918,72.238362208,73.913718252,75.709400527,77.157353601,76.776980788,76.328075137,75.6653314,75.625223288,74.030318533,75.761847717,75.293314593,69.579224369,71.557907342,72.26662774,75.243108455,69.57833256,Bolívar,Hombres
Tasa de Desocupación (TD),8.142362579,7.036370302,6.807544925,5.023375726,4.855255317,4.855310942,4.339814968,3.931112579,4.445297438,4.295915882,3.913815956,3.236429385,3.072813227,6.283521628,8.146313903,6.532964193,4.848310189,7.069981451,Bolívar,Hombres
Tasa de Subocupación (TS),8.764849078,6.813801841,10.138927217,10.297598958,8.222273406,9.488532113,9.517135461,12.108146766,11.975247268,9.457226585,7.412930413,12.45628672,11.288419791,0.0,11.578685758,13.911651277,10.469799153,8.196279703,Bolívar,Hombres
Población total,912.191,921.256,934.537,945.045,954.99,964.425,973.497,982.212,990.753,1000.188,1011.361,1026.491,1055.755,1080.754,1096.905,1108.671,1119.628,1130.255,Bolívar,Hombres
Población en edad de trabajar (PET),616.473,626.019,638.104,648.423,658.394,668.214,678.045,687.801,697.619,708.123,719.653,734.08,758.222,779.241,794.162,805.821,816.998,830.046,Bolívar,Hombres
Fuerza de trabajo  ,476.481168,468.074428,494.627895,504.622641,523.902978,541.8865139999999,544.199741,546.467517,552.412089,559.557729,554.462032,574.754082,588.989008,578.542699,618.686,623.043,646.058,621.47,Bolívar,Hombres
Población ocupada,437.684344,435.138978,460.95587900000004,479.273549,498.466151,515.576239,520.582479,524.9852639999999,527.855728,535.5196,532.7614080000001,556.1525720000001,570.890476,542.189844,568.286,582.34,614.735,577.532,Bolívar,Hombres
Población desocupada,38.796824,32.935449999999996,33.672016000000006,25.349091,25.436827,26.310275,23.617262,21.482253,24.55636,24.038129,21.700623,18.601509999999998,18.098532,36.352856,50.4,40.703,31.323,43.938,Bolívar,Hombres
Población fuera de la fuerza de trabajo,139.991832,157.944572,143.47610500000002,143.800359,134.491022,126.32748600000001,133.845259,141.333483,145.206911,148.565271,165.190968,159.325918,169.232992,200.69830100000001,175.476,182.778,170.941,208.576,Bolívar,Hombres
Población subocupada,41.762855,31.893664,50.149962,51.964016,43.076735,51.417076,51.792227,66.167089,66.152714,52.918642,41.101885,71.593016,66.487552,0.0,71.636,86.676,67.641,50.937,Bolívar,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.661,20.227,14.606,12.869,Bolívar,Hombres
% población en edad de trabajar ,71.967960541,72.295220199,72.634997899,72.9732755,73.302010364,73.622675332,73.935487202,74.233570018,74.527387754,74.817200041,75.10763973,75.41741849,75.634774973,75.858541122,76.096160951,76.338481691,76.584282322,76.875847449,Boyacá,Hombres
Tasa Global de Participación (TGP),78.88156054,78.181188482,76.561602199,77.241126808,77.541317566,77.538725119,78.596009249,78.833260811,80.795736462,78.552191418,77.620555961,78.270132977,75.736655899,68.498326599,70.16554733,72.463063121,71.162223787,71.335850153,Boyacá,Hombres
Tasa de Ocupación (TO),73.860154242,73.62953599,69.834712286,70.177977972,72.269128002,72.526974538,72.054494415,73.890814145,76.451420214,73.963946256,72.764348245,73.941027893,70.646706616,62.09688495,62.486292122,66.280485642,65.618014019,65.657710689,Boyacá,Hombres
Tasa de Desocupación (TD),6.365754257,5.821927986,8.786244959,9.144285082,6.799200387,6.463545246,8.322960538,6.269494139,5.37691274,5.841014845,6.256342352,5.530979595,6.720588891,9.345398592,10.944481302,8.532039928,7.790945073,7.959727755,Boyacá,Hombres
Tasa de Subocupación (TS),10.496567046,5.969384584,5.643240803,11.780883157,7.564110646,8.96393651,9.924135547,6.711290495,5.404849561,7.270437111,8.463663995,6.001023229,7.375862323,0.0,6.187003054,8.830374837,9.901367955,9.503138335,Boyacá,Hombres
Población total,562.806,565.693,568.657,571.76,574.871,577.932,580.97,584.039,587.215,590.673,594.576,599.099,605.884,611.881,616.453,620.392,624.276,628.234,Boyacá,Hombres
Población en edad de trabajar (PET),405.04,408.969,413.044,417.232,421.392,425.489,429.543,433.553,437.636,441.925,446.572,451.825,458.259,464.164,469.097,473.598,478.097,482.96,Boyacá,Hombres
Fuerza de trabajo  ,319.50187300000005,319.736825,316.23310399999997,322.274698,326.752909,329.918746,337.603656,341.783967,353.591229,347.141772,346.631669,353.644028,347.070042,317.944573,329.144,343.183,340.225,344.524,Boyacá,Hombres
Población ocupada,299.163169,301.121977,288.448089,292.80498100000005,304.53632400000004,308.594299,309.505037,320.355841,334.578937,326.865169,324.94520500000004,334.084049,323.744891,288.231385,293.121,313.903,313.718,317.101,Boyacá,Hombres
Población desocupada,20.338704,18.614848000000002,27.785014999999998,29.469717,22.216585,21.324447,28.098619,21.428126,19.012292000000002,20.276602,21.686464,19.559979,23.325151,29.713188,36.023,29.281,26.507,27.423,Boyacá,Hombres
Población fuera de la fuerza de trabajo,85.53812699999999,89.232175,96.810896,94.957302,94.639091,95.570254,91.93934399999999,91.769033,84.044771,94.78322800000001,99.940331,98.180972,111.188958,146.219427,139.952,130.414,137.873,138.436,Boyacá,Hombres
Población subocupada,33.536728000000004,19.086321,17.845796,37.966806,24.715952,29.573707,33.504244,22.938115000000003,19.111074000000002,25.238723999999998,29.33774,21.22226,25.599408,0.0,20.364,30.304,33.687,32.741,Boyacá,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.892,11.833,17.432,9.416,Boyacá,Hombres
% población en edad de trabajar ,74.352024535,74.936921958,75.51734413,76.083439282,76.622320691,77.133054393,77.611352816,78.048371863,78.446324019,78.797306468,79.090888285,79.266204546,79.373805216,79.475822086,79.607381474,79.729155027,79.852042567,80.130360058,Caldas,Hombres
Tasa Global de Participación (TGP),76.06141245,76.27312538,76.631146842,77.346650295,75.501222597,75.443165043,74.673774188,75.227990913,78.638354629,77.503121753,77.028555313,77.653160493,77.506254957,75.580707917,73.567777011,73.310972654,73.786613077,72.750597253,Caldas,Hombres
Tasa de Ocupación (TO),69.285260821,68.905259898,68.293695472,68.269520021,67.769689428,68.805329867,69.271368536,70.012880334,73.461068388,71.323527292,71.59654562,71.825528598,70.537696505,66.165126287,66.443074673,67.537619478,67.392411208,66.866743553,Caldas,Hombres
Tasa de Desocupación (TD),8.908790162,9.65984473,10.879977284,11.735647554,10.24027546,8.798457981,7.234676043,6.932407094,6.583665523,7.9733491,7.051942842,7.504693767,8.990962673,12.457652077,9.684542101,7.87515561,8.665802105,8.087705012,Caldas,Hombres
Tasa de Subocupación (TS),6.976597364,7.089699014,7.629739517,8.786299093,7.141110444,4.74547073,5.298670973,5.776819749,4.595743473,4.233116868,4.46816406,4.80453819,5.411011647,0.0,4.44189733,4.687540825,3.991370172,2.560267421,Caldas,Hombres
Población total,482.58,481.15,479.903,479.007,478.435,478.0,477.626,477.509,477.886,478.925,480.623,483.568,488.059,492.619,496.712,500.846,505.506,510.036,Caldas,Hombres
Población en edad de trabajar (PET),358.808,360.559,362.41,364.445,366.588,368.696,370.692,372.688,374.884,377.38,380.129,383.306,387.391,391.513,395.419,399.32,403.657,408.694,Caldas,Hombres
Fuerza de trabajo  ,272.91443300000003,275.009618,277.71893900000003,281.886,276.77842200000003,278.15593199999995,276.809707,280.365695,294.802609,292.481281,292.80787699999996,297.649223,300.252256,295.908297,290.901,292.746,297.845,297.327,Caldas,Hombres
Población ocupada,248.60105900000002,248.444116,247.503182,248.804852,248.435549,253.682499,256.783421,260.929603,275.393792,269.160727,272.15923300000003,275.311561,273.256688,259.045071,262.729,269.692,272.034,273.28,Caldas,Hombres
Población desocupada,24.313374,26.565502000000002,30.215758,33.081146999999994,28.342873,24.473433,20.026286,19.436091,19.408818,23.320554,20.648644,22.337663,26.995568,36.863226000000004,28.172,23.054,25.811,24.047,Caldas,Hombres
Población fuera de la fuerza de trabajo,85.89356699999999,85.549382,84.691061,82.559,89.80957799999999,90.540068,93.882293,92.322305,80.081391,84.898719,87.321123,85.656777,87.138744,95.604703,104.518,106.575,105.812,111.367,Caldas,Hombres
Población subocupada,19.040141,19.497353999999998,21.189232,24.767347,19.765052999999998,13.199808,14.667236,16.196221,13.548371999999999,12.381074,13.083136,14.300671,16.246685,0.0,12.922,13.723,11.888,7.612,Caldas,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917,7.414,9.897,10.23,Caldas,Hombres
% población en edad de trabajar ,64.327446689,64.680696001,65.035472063,65.395793039,65.761986472,66.137999911,66.543016051,66.961683969,67.393939394,67.839756892,68.276447748,68.803152466,69.22863485,69.65125874,70.073973212,70.479011729,70.873528766,71.505782731,Caquetá,Hombres
Tasa Global de Participación (TGP),80.013428293,79.64302673,79.476027784,79.82556522,80.622667313,79.783613378,79.649781509,79.67633516,80.56115837,83.268793685,81.571493995,82.064612164,78.97909713,79.017497141,76.753214598,78.95504292,79.290734866,78.444110947,Caquetá,Hombres
Tasa de Ocupación (TO),73.311208598,72.02323547,71.404015939,71.845548019,73.806224309,73.431507193,73.976540146,74.718156458,75.776363304,78.608135256,76.547760081,76.473145201,71.929432127,67.310400029,69.167385364,71.981870806,73.14992862,69.829683707,Caquetá,Hombres
Tasa de Desocupación (TD),8.376368614,9.567430537,10.156536593,9.996818914,8.454747567,7.961667712,7.122733114,6.222900051,5.939332506,5.597124952,6.158688124,6.813493436,8.925988343,14.815828817,9.883402635,8.831826132,7.744670618,10.981611157,Caquetá,Hombres
Tasa de Subocupación (TS),7.344939475,4.688622651,4.716486083,6.390507658,6.078522915,5.254899401,5.429681107,6.898951212,8.760853128,8.940762776,8.628781537,8.71151979,9.906985488,0.0,7.39053851,8.669811822,8.976024823,11.021880419,Caquetá,Hombres
Población total,196.49,197.586,198.607,199.574,200.476,201.261,201.913,202.474,202.95,203.366,203.713,203.777,205.428,207.231,209.062,210.927,212.909,214.871,Caquetá,Hombres
Población en edad de trabajar (PET),126.397,127.8,129.165,130.513,131.837,133.11,134.359,135.58,136.776,137.963,139.088,140.205,142.215,144.339,146.498,148.659,150.896,153.645,Caquetá,Hombres
Fuerza de trabajo  ,101.134573,101.783788,102.655211,104.18274000000001,106.290506,106.199968,107.01665,108.025175,110.18833000000001,114.880126,113.45616,115.058689,112.32012300000001,114.053065,112.442,117.374,119.647,120.526,Caquetá,Hombres
Población ocupada,92.663168,92.04569500000001,92.228997,93.76778,97.303912,97.744679,99.39414,101.302877,103.643879,108.45014200000001,106.468749,107.219173,102.29444199999999,97.155158,101.329,107.008,110.381,107.29,Caquetá,Hombres
Población desocupada,8.471405,9.738093000000001,10.426214,10.414959999999999,8.986593999999998,8.455289,7.62251,6.722299,6.5444510000000005,6.429984,6.987411,7.839516,10.025681,16.897907,11.113,10.366,9.266,13.236,Caquetá,Hombres
Población fuera de la fuerza de trabajo,25.262427,26.016212,26.509789,26.33026,25.546494,26.910031999999998,27.34235,27.554825,26.58767,23.082874,25.63184,25.146311,29.894877,30.285935000000002,34.056,31.285,31.25,33.12,Caquetá,Hombres
Población subocupada,7.428273,4.772258,4.841719,6.657806,6.460893,5.580701,5.810663,7.452604,9.653438,10.27116,9.789884,10.023361000000001,11.127538000000001,0.0,8.31,10.176,10.74,13.284,Caquetá,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.744,2.573,3.072,3.924,Caquetá,Hombres
% población en edad de trabajar ,68.572615624,68.953519087,69.490700253,70.040090743,70.600417738,71.164749102,71.727270362,72.274883214,72.802620914,73.301729315,73.755501039,74.157585421,74.520279766,74.851699625,75.174534893,75.464685836,75.741920696,75.888912063,Cauca,Hombres
Tasa Global de Participación (TGP),80.683805183,79.223543275,80.635155575,80.96654517,80.971818793,79.430559025,78.162456033,79.354577555,79.934636749,78.91438698,79.757413673,80.529930803,77.9009857,74.105469246,79.26098023,80.657266373,80.238890229,81.851487208,Cauca,Hombres
Tasa de Ocupación (TO),75.402475485,74.006068399,74.943021605,75.314881643,75.03816161,73.773564656,72.606576399,74.342795751,75.496363489,75.091768499,76.500865276,76.941174649,73.036878375,67.78832312,72.060943028,76.248687813,76.872464102,78.09371266,Cauca,Hombres
Tasa de Desocupación (TD),6.545712223,6.585763096,7.059121954,6.980245379,7.328052243,7.121936996,7.108118035,6.315680782,5.552378094,4.844007064,4.083066698,4.456425229,6.243961204,8.524534277,9.083961845,5.465816978,4.195504346,4.590966733,Cauca,Hombres
Tasa de Subocupación (TS),7.38262407,11.669780635,11.86676772,11.030715816,11.931853119,13.235214246,15.942012501,18.197836732,18.292114621,14.567132439,12.465100099,15.696688923,16.44033495,0.0,10.2480577,12.026830371,12.099196927,13.259809467,Cauca,Hombres
Población total,640.241,658.722,665.502,672.225,678.894,685.418,691.762,698.071,704.487,711.091,717.819,725.029,731.468,737.692,743.19,748.62,754.056,759.554,Cauca,Hombres
Población en edad de trabajar (PET),439.03,454.212,462.462,470.827,479.302,487.776,496.182,504.53,512.885,521.242,529.431,537.664,545.092,552.175,558.689,564.943,571.137,576.418,Cauca,Hombres
Fuerza de trabajo  ,354.22611,359.84284,372.906953,381.21235600000006,388.09954700000003,387.44320400000004,387.828038,400.36765,409.972762,411.334929,422.260473,432.98044699999997,424.632041,409.191875,442.823,455.668,458.274,471.806,Cauca,Hombres
Población ocupada,331.039488,336.144443,346.582997,354.602798,359.659409,359.849743,360.260763,375.081707,387.209524,391.409836,405.019296,413.68499699999995,398.118181,374.310173,402.597,430.762,439.047,450.146,Cauca,Hombres
Población desocupada,23.186622,23.698397,26.323957,26.609558,28.440137999999997,27.593460999999998,27.567275000000002,25.285943,22.763238,19.925093,17.241177,19.295450000000002,26.51386,34.881702,40.226,24.906,19.227,21.66,Cauca,Hombres
Población fuera de la fuerza de trabajo,84.80389,94.36916000000001,89.555047,89.614644,91.20245299999999,100.332796,108.353962,104.16235,102.912238,109.907071,107.170527,104.683553,120.459959,142.983125,115.867,109.276,112.863,104.611,Cauca,Hombres
Población subocupada,26.151182000000002,41.99287,44.252002,42.050452,46.307468,51.278938000000004,61.827594,72.85825100000001,74.992687,59.919703999999996,52.635191,67.963594,69.81093,0.0,45.381,54.802,55.447,62.561,Cauca,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.964,14.405,11.698,15.767,Cauca,Hombres
% población en edad de trabajar ,64.729175914,65.073669761,65.40949072,65.737573585,66.062092608,66.398528724,66.749512734,67.113136808,67.483975199,67.865319985,68.256353223,68.59651458,69.021136213,69.415802185,69.78185109,70.133244575,70.487228051,71.017991883,Cesar,Hombres
Tasa Global de Participación (TGP),77.375262025,75.38970061,79.938391937,80.317005185,79.639558226,79.521821986,77.683163885,77.080401184,77.160858537,76.60346573,77.326936874,75.184709852,75.070989497,69.277133582,75.696114389,74.898237023,75.225608086,74.602248375,Cesar,Hombres
Tasa de Ocupación (TO),68.196942769,65.853110914,72.809439034,73.252415238,73.321710241,73.717726088,72.970856171,71.173807016,72.290349736,69.825721827,71.272794957,69.405036388,68.310977023,61.449964279,65.971774,65.380046721,68.093309799,68.652673931,Cesar,Hombres
Tasa de Desocupación (TD),11.862084878,12.649724855,8.918058933,8.795883177,7.933052525,7.298746122,6.066060494,7.662900138,6.312149571,8.847829322,7.829279372,7.687299021,9.004826657,11.298344632,12.846551593,12.708163343,9.481210545,7.975060502,Cesar,Hombres
Tasa de Subocupación (TS),10.455614679,7.614555663,7.901424932,12.233089063,9.738959014,8.768969906,6.063287325,5.415331327,4.996510155,9.184003237,11.655516943,8.689965702,8.717446503,0.0,7.009160804,9.000980063,9.074981704,9.465797184,Cesar,Hombres
Población total,484.355,492.468,500.805,509.278,517.775,526.346,535.129,544.12,553.361,563.855,576.361,593.501,618.37,639.304,652.777,662.222,670.933,679.292,Cesar,Hombres
Población en edad de trabajar (PET),313.519,320.467,327.574,334.787,342.053,349.486,357.196,365.176,373.43,382.662,393.403,407.121,426.806,443.778,455.52,464.438,472.922,482.42,Cesar,Hombres
Fuerza de trabajo  ,242.58614799999998,241.599112,261.857388,268.890892,272.40949800000004,277.917635,277.481154,281.479126,288.141794,293.13235399999996,304.206489,306.09274300000004,320.407487,307.43667800000003,344.811,347.856,355.759,359.896,Cesar,Hombres
Población ocupada,213.810373,211.037489,238.50479199999998,245.239563,250.79910999999998,257.633132,260.648979,259.909662,269.953853,267.196504,280.389314,282.562478,291.555349,272.70142200000004,300.514,303.65,322.028,331.194,Cesar,Hombres
Población desocupada,28.775775000000003,30.561623,23.352596000000002,23.651329,21.610388999999998,20.284503,16.832175,21.569464,18.187941,25.93585,23.817176,23.530264,28.852138999999998,34.735254999999995,44.296,44.206,33.73,28.702,Cesar,Hombres
Población fuera de la fuerza de trabajo,70.932852,78.86788800000001,65.716612,65.896108,69.643502,71.568365,79.71484600000001,83.696874,85.288206,89.529646,89.196511,101.028257,106.39851300000001,136.341322,110.709,116.582,117.164,122.524,Cesar,Hombres
Población subocupada,25.363872999999998,18.396699,20.690465,32.893662,26.529849,24.370514,16.82448,15.243027,14.397034,26.921285,35.456839,26.599353999999998,27.931351,0.0,24.168,31.31,32.285,34.067,Cesar,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.186,14.031,10.355,10.037,Cesar,Hombres
% población en edad de trabajar ,61.080523221,61.423593131,61.723596138,61.978364406,62.222299031,62.469170214,62.762127193,63.081155099,63.433028668,63.807515038,64.214703329,64.716927561,65.295808257,65.873960899,66.443851625,66.994314958,67.526456532,68.097144818,Chocó,Hombres
Tasa Global de Participación (TGP),74.614591354,72.339701364,76.009500115,78.590919961,80.512897924,78.246011466,77.233409773,72.297341963,75.927624558,75.978745935,78.498922078,77.977392716,70.813929948,62.098796046,56.247437613,55.600002086,54.970056766,50.759829415,Chocó,Hombres
Tasa de Ocupación (TO),66.25425966,66.144168164,69.964083514,74.105421701,75.009228722,73.336276121,71.13226341,65.703079813,69.640074756,71.149817328,73.803129851,73.634845346,65.492785591,57.31652779,51.684871759,50.237581135,46.529308087,43.852052258,Chocó,Hombres
Tasa de Desocupación (TD),11.204687371,8.564499277,7.953501328,5.70740012,6.835760907,6.274741999,7.899620618,9.121029862,8.28097789,6.355630839,5.981983068,5.568982519,7.514262182,7.701064369,8.111597697,9.644641636,15.355175482,13.608747777,Chocó,Hombres
Tasa de Subocupación (TS),4.640685335,2.194895042,2.415913257,3.049767781,3.959706849,4.650056071,6.398902422,2.381808052,3.331509919,2.902786214,4.01206908,2.751048251,2.812271382,0.0,1.974571636,1.621663151,1.366984644,1.265546563,Chocó,Hombres
Población total,208.325,214.359,220.214,225.924,231.454,236.784,241.915,246.836,251.533,256.02,260.322,264.155,266.524,268.742,270.803,272.777,274.641,276.611,Chocó,Hombres
Población en edad de trabajar (PET),127.246,131.667,135.924,140.024,144.016,147.917,151.831,155.707,159.555,163.36,167.165,170.953,174.029,177.031,179.932,182.745,185.455,188.364,Chocó,Hombres
Fuerza de trabajo  ,94.94408299999999,95.24751499999999,103.31515300000001,110.04615,115.951455,115.739153,117.264258,112.572022,121.146321,124.118879,131.222723,133.30469200000002,123.23677400000001,109.93412,101.207,101.606,101.945,95.613,Chocó,Hombres
Población ocupada,84.305895,87.090042,95.097981,103.765376,108.025291,108.47682,108.000827,102.304294,111.114221,116.23034200000001,123.373002,125.880977,113.97644,101.46802199999999,92.997,91.807,86.291,82.602,Chocó,Hombres
Población desocupada,10.638188,8.157473,8.217172,6.280774,7.926164,7.262333,9.263432,10.267728,10.0321,7.888538,7.849721,7.4237150000000005,9.260334,8.466097,8.21,9.8,15.654,13.012,Chocó,Hombres
Población fuera de la fuerza de trabajo,32.301917,36.419485,32.608847000000004,29.97785,28.064545,32.177847,34.566742,43.134978000000004,38.408679,39.241121,35.942277000000004,37.648308,50.792226,67.09688,78.725,81.139,83.51,92.751,Chocó,Hombres
Población subocupada,4.4060559999999995,2.090583,2.496004,3.3561520000000002,4.5913379999999995,5.381936,7.503625,2.6812489999999998,4.036002,3.602906,5.264746,3.6672759999999998,3.4657530000000003,0.0,1.998,1.648,1.394,1.21,Chocó,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.643,3.956,8.396,13.942,Chocó,Hombres
% población en edad de trabajar ,68.841973329,69.540602144,69.577550312,69.922552603,70.251779735,70.5658351,70.867598001,71.154060723,71.420762676,71.669821706,71.891420659,72.059018919,72.262171585,72.47614104,72.703716907,72.939274594,73.178583227,73.518458148,Córdoba,Hombres
Tasa Global de Participación (TGP),79.109672586,79.466248985,86.418888004,85.984319813,86.784743641,86.455137619,85.554116947,86.639101787,88.589528631,84.639564782,85.331036031,87.172930906,84.68578,81.740859988,78.529235802,77.567174534,77.213891176,78.691457389,Córdoba,Hombres
Tasa de Ocupación (TO),70.4080144,71.796533626,77.529825461,76.601520801,77.717355968,78.358380064,80.05657231,82.173831675,85.490205277,79.54407091,80.645238289,82.716640175,78.163985023,71.349260962,73.387793771,70.171323371,69.709315969,72.502105787,Córdoba,Hombres
Tasa de Desocupación (TD),10.999487043,9.651538177,10.286018193,10.91222101,10.448135574,9.365270565,6.425809574,5.153873967,3.498521103,6.020226929,5.491317063,5.112012049,7.70116893,12.712857471,6.547169317,9.534769324,9.719203492,7.865341179,Córdoba,Hombres
Tasa de Subocupación (TS),13.75008566,14.805369679,13.852240755,18.862579466,19.013696729,15.660415755,4.798446244,2.865875378,6.134789401,8.803570746,9.216183079,8.399906598,13.962008582,0.0,13.379037154,10.206666016,14.120725328,12.686149942,Córdoba,Hombres
Población total,788.272,773.469,806.96,816.296,825.404,834.289,842.948,851.437,859.841,868.452,877.515,888.122,899.472,909.302,916.553,922.412,927.815,933.28,Córdoba,Hombres
Población en edad de trabajar (PET),542.662,537.875,561.463,570.775,579.861,588.723,597.377,605.832,614.105,622.418,630.858,639.972,649.978,659.027,666.368,672.801,678.962,686.133,Córdoba,Hombres
Fuerza de trabajo  ,429.298131,427.429087,485.210081,490.777001,503.230882,508.98128,511.080617,524.8874030000001,544.032725,526.8118860000001,538.317667,557.8823490000001,550.438939,538.694337,523.294,521.872,524.253,539.928,Córdoba,Hombres
Población ocupada,382.077539,386.17560499999996,435.301284,437.22233,450.65263699999997,461.313806,478.23955,497.835368,524.999625,495.096615,508.756937,529.363336,508.048707,470.210894,489.033,472.113,473.3,497.461,Córdoba,Hombres
Población desocupada,47.220591999999996,41.253481,49.908797,53.554671,52.578245,47.667474,32.841067,27.052035,19.033099999999997,31.715271,29.56073,28.519012999999998,42.390233,68.483443,34.261,49.759,50.953,42.467,Córdoba,Hombres
Población fuera de la fuerza de trabajo,113.36386900000001,110.445913,76.25291899999999,79.997999,76.630118,79.74172,86.296383,80.94459699999999,70.07227499999999,95.606114,92.540333,82.089651,99.539061,120.332663,143.074,150.928,154.709,146.205,Córdoba,Hombres
Población subocupada,59.028861,63.282455999999996,67.212469,92.57320200000001,95.682794,79.708585,24.523929,15.042619,33.375262,46.378257,49.612342,46.861596,76.85233199999999,0.0,70.012,53.266,74.028,68.496,Córdoba,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.147,17.579,18.919,24.43,Córdoba,Hombres
% población en edad de trabajar ,69.918126899,70.573903118,71.280576734,72.003221944,72.720265348,73.419914638,74.084225439,74.695469689,75.248823643,75.728710447,76.131129599,76.252666292,76.382960012,76.557590645,76.65117368,76.825243604,76.974292868,77.263088942,Cundinamarca,Hombres
Tasa Global de Participación (TGP),79.643900088,80.847786568,84.542260784,85.159982682,84.209367287,81.876901469,80.903752671,80.908831683,80.574495144,79.483898165,78.151543746,77.296656976,75.710596514,74.239149417,76.02108666,78.585181965,76.670651203,77.60848162,Cundinamarca,Hombres
Tasa de Ocupación (TO),73.43496277,75.070561468,78.306682283,78.243681418,78.289498714,75.818387651,75.493615075,75.369306677,76.031199397,73.733436812,72.742199794,71.156636758,68.899466786,64.171006025,65.394905899,70.145436763,69.725369121,71.040214794,Cundinamarca,Hombres
Tasa de Desocupación (TD),7.795873019,7.145804908,7.375694053,8.121539068,7.029940687,7.399539687,6.687128122,6.846625876,5.638627631,7.234750039,6.921608574,7.943448603,8.996270062,13.561770941,13.977938527,10.739613997,9.058592791,8.463336338,Cundinamarca,Hombres
Tasa de Subocupación (TS),9.775533285,9.267359442,14.106369442,14.648612523,14.71855681,13.999483225,11.774585929,13.223791791,13.259112013,10.675944463,11.21065401,11.942558439,12.477078342,0.0,8.062437246,9.691635885,6.586532851,7.017848604,Cundinamarca,Hombres
Población total,985.916,1009.247,1036.041,1066.437,1100.139,1137.043,1177.364,1221.307,1269.172,1322.233,1381.473,1451.923,1535.095,1606.682053,1680.583,1732.978,1782.485,1829.383,Cundinamarca,Hombres
Población en edad de trabajar (PET),689.334,712.265,738.496,767.869,800.024,834.816,872.241,912.261,955.037,1001.31,1051.731,1107.13,1172.551,1230.037069,1288.187,1331.364,1372.055,1413.438,Cundinamarca,Hombres
Fuerza de trabajo  ,549.012482,575.8504869999999,624.341214,653.917107,673.695149,683.521474,705.675701,738.0997169999999,769.516241,795.880221,821.944013,855.774478,887.745357,913.1690570000001,979.294,1046.255,1051.964,1096.948,Cundinamarca,Hombres
Población ocupada,506.212166,534.701335,578.2917160000001,600.808974,626.334779,632.944031,658.486263,687.564791,726.126086,738.3002759999999,765.052265,787.796473,807.881387,789.327162,842.409,933.891,956.671,1004.109,Cundinamarca,Hombres
Población desocupada,42.800316,41.149152,46.049498,53.108133,47.360369,50.577443,47.189438,50.534926,43.390155,57.579945,56.891747,67.978006,79.86397,123.84189599999999,136.885,112.364,95.293,92.838,Cundinamarca,Hombres
Población fuera de la fuerza de trabajo,140.321518,136.414513,114.15478599999999,113.951893,126.328851,151.29452600000002,166.565299,174.161283,185.520759,205.429779,229.78698699999998,251.355522,284.805643,316.868011,308.893,285.109,320.092,316.49,Cundinamarca,Hombres
Población subocupada,53.668898,53.366133999999995,88.071878,95.789783,99.158203,95.689474,83.09039200000001,97.60477,102.03102,84.96772999999999,92.145299,102.201367,110.76468399999999,0.0,78.955,101.399,69.288,76.982,Cundinamarca,Hombres
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.711,22.604,31.759,18.351,Cundinamarca,Hombres
% población en edad de trabajar ,67.979171894,68.365545685,68.741857699,69.100247822,69.442447748,69.773060829,70.083210983,70.374793032,70.644928876,70.898607586,71.135147692,71.356457107,71.633999661,71.918925826,72.225919197,72.519013562,72.811811382,73.011995664,Huila,Hombres
Tasa Global de Participación (TGP),81.409398375,82.096935124,84.495831558,83.417012012,83.465428674,83.228258451,81.917486016,78.953855955,80.046943201,78.01497836,77.033542748,75.18479757,75.473463384,72.723335172,74.283302248,77.710541429,77.14844235,78.184091826,Huila,Hombres
